,ip,num_pkts,mean,median,distinct_values,delta
861,208.131.133.204,6,49.0,49.0,[49],0
862,208.131.137.129,6,49.0,49.0,[49],0
863,208.131.139.92,6,49.0,49.0,[49],0
864,208.131.142.246,8,49.0,49.0,[49],0
865,208.131.143.30,6,49.0,49.0,[49],0
866,208.131.152.151,6,49.0,49.0,[49],0
867,208.131.153.106,6,49.0,49.0,[49],0
868,208.139.138.138,5,110.0,110.0,[110],0
869,208.167.229.244,6,49.0,49.0,[49],0
870,208.229.146.32,7,49.0,49.0,[49],0
871,208.234.49.170,6,44.0,44.0,[44],0
872,208.38.180.113,6,45.0,45.0,[45],0
873,208.42.195.229,5,108.0,108.0,[108],0
874,208.53.10.2,6,51.0,51.0,[51],0
875,208.64.127.141,5,48.0,48.0,[48],0
876,208.64.160.114,6,42.0,42.0,[42],0
877,208.66.93.71,6,79.0,47.0,[ 47 239],192
878,208.67.8.74,6,52.0,52.0,[52],0
879,208.68.13.52,6,114.0,114.0,[114],0
880,208.69.42.196,4,50.0,50.0,[50],0
881,208.73.143.27,6,46.0,46.0,[46],0
882,208.74.120.12,5,50.0,50.0,[50],0
883,208.75.148.61,6,50.0,50.0,[50],0
884,208.79.238.120,6,49.0,49.0,[49],0
885,208.81.246.147,6,48.0,48.0,[48],0
886,208.84.134.102,6,45.0,45.0,[45],0
887,208.87.24.12,5,49.0,49.0,[49],0
888,208.87.24.50,7,49.0,49.0,[49],0
889,208.88.176.201,6,114.66666666666667,51.0,[242  51],191
890,208.89.249.155,6,48.0,48.0,[48],0
891,208.93.166.3,6,50.0,50.0,[50],0
892,208.94.234.135,7,51.0,51.0,[51],0
893,208.97.129.102,8,50.0,50.0,[50],0
894,208.97.177.187,6,47.0,47.0,[47],0
895,208.99.74.170,7,46.0,46.0,[46],0
896,208.99.77.26,5,49.0,49.0,[49],0
897,208.99.78.110,30,47.0,47.0,[47],0
898,209.123.8.83,6,49.0,49.0,[49],0
899,209.128.91.28,7,51.0,51.0,[51],0
900,209.128.91.29,7,50.0,50.0,[50],0
901,209.132.217.113,6,46.0,46.0,[46],0
902,209.151.238.98,6,48.0,48.0,[48],0
903,209.169.12.151,6,53.0,53.0,[53],0
904,209.173.246.158,6,116.0,116.0,[116],0
905,209.177.158.112,6,50.0,50.0,[50],0
906,209.188.91.92,6,50.0,50.0,[50],0
907,209.20.76.126,6,48.0,48.0,[48],0
908,209.200.1.105,7,47.0,47.0,[47],0
909,209.200.232.250,6,47.0,47.0,[47],0
910,209.200.242.152,9,47.0,47.0,[47],0
911,209.200.3.62,7,47.0,47.0,[47],0
912,209.208.75.106,8,50.0,50.0,[50],0
913,209.23.201.32,5,114.8,115.0,[114 115],1
914,209.236.126.94,6,47.0,47.0,[47],0
915,209.238.172.190,5,49.0,49.0,[49],0
916,209.239.163.238,15,47.0,47.0,[47],0
917,209.239.169.30,15,47.0,47.0,[47],0
918,209.239.172.26,5,47.0,47.0,[47],0
919,209.239.174.18,5,47.0,47.0,[47],0
920,209.239.37.120,6,49.0,49.0,[49],0
921,209.240.160.13,5,109.0,109.0,[109],0
922,209.255.119.50,6,40.0,40.0,[40],0
923,209.35.159.148,5,46.0,46.0,[46],0
924,209.54.126.160,7,51.0,51.0,[51],0
925,209.54.49.239,7,49.0,49.0,[49],0
926,209.59.141.11,5,47.0,47.0,[47],0
927,209.59.143.91,5,47.0,47.0,[47],0
928,209.62.67.242,6,48.0,48.0,[48],0
929,209.68.1.55,14,48.0,48.0,[48],0
930,209.68.2.121,6,48.0,48.0,[48],0
931,209.68.2.13,5,48.0,48.0,[48],0
932,209.68.2.133,6,48.0,48.0,[48],0
933,209.68.2.159,7,48.0,48.0,[48],0
934,209.68.2.164,6,48.0,48.0,[48],0
935,209.68.2.181,6,48.0,48.0,[48],0
936,209.68.2.183,7,48.0,48.0,[48],0
937,209.68.2.211,6,48.0,48.0,[48],0
938,209.68.2.63,7,48.0,48.0,[48],0
939,209.68.2.96,6,48.0,48.0,[48],0
940,209.68.3.252,7,48.0,48.0,[48],0
941,209.68.4.177,6,48.0,48.0,[48],0
942,209.68.4.178,12,48.0,48.0,[48],0
943,209.68.4.188,6,48.0,48.0,[48],0
944,209.68.4.189,6,48.0,48.0,[48],0
945,209.68.4.192,19,48.0,48.0,[48],0
946,209.68.4.198,7,48.0,48.0,[48],0
947,209.68.4.203,6,48.0,48.0,[48],0
948,209.68.4.213,6,48.0,48.0,[48],0
949,209.68.4.218,6,48.0,48.0,[48],0
950,209.68.4.222,7,48.0,48.0,[48],0
951,209.68.4.25,12,48.0,48.0,[48],0
952,209.68.5.107,7,48.0,48.0,[48],0
953,209.68.5.111,12,48.0,48.0,[48],0
954,209.68.5.112,6,48.0,48.0,[48],0
955,209.68.5.114,73,48.0,48.0,[48],0
956,209.68.5.116,6,48.0,48.0,[48],0
957,209.68.5.12,7,48.0,48.0,[48],0
958,209.68.5.120,24,48.0,48.0,[48],0
959,209.68.5.126,12,48.0,48.0,[48],0
960,209.68.5.130,6,48.0,48.0,[48],0
961,209.68.5.131,12,48.0,48.0,[48],0
962,209.68.5.141,6,48.0,48.0,[48],0
963,209.68.5.143,12,48.0,48.0,[48],0
964,209.68.5.144,6,48.0,48.0,[48],0
965,209.68.5.151,13,48.0,48.0,[48],0
966,209.68.5.154,12,48.0,48.0,[48],0
967,209.68.5.167,6,48.0,48.0,[48],0
968,209.68.5.169,12,48.0,48.0,[48],0
969,209.68.5.172,25,48.0,48.0,[48],0
970,209.68.5.173,19,48.0,48.0,[48],0
971,209.68.5.174,6,48.0,48.0,[48],0
972,209.68.5.175,6,48.0,48.0,[48],0
973,209.68.5.176,19,48.0,48.0,[48],0
974,209.68.5.177,12,48.0,48.0,[48],0
975,209.68.5.179,7,48.0,48.0,[48],0
976,209.68.5.192,6,48.0,48.0,[48],0
977,209.68.5.195,13,48.0,48.0,[48],0
978,209.68.5.196,12,48.0,48.0,[48],0
979,209.68.5.198,6,48.0,48.0,[48],0
980,209.68.5.199,19,48.0,48.0,[48],0
981,209.68.5.20,6,48.0,48.0,[48],0
982,209.68.5.201,6,48.0,48.0,[48],0
983,209.68.5.202,18,48.0,48.0,[48],0
984,209.68.5.206,27,48.0,48.0,[48],0
985,209.68.5.207,12,48.0,48.0,[48],0
986,209.68.5.7,6,48.0,48.0,[48],0
987,209.68.5.70,15,48.0,48.0,[48],0
988,209.68.59.165,6,48.0,48.0,[48],0
989,209.68.59.181,6,48.0,48.0,[48],0
990,209.68.59.200,24,48.0,48.0,[48],0
991,209.68.59.210,18,48.0,48.0,[48],0
992,209.68.59.88,6,48.0,48.0,[48],0
993,209.68.59.93,6,48.0,48.0,[48],0
994,209.68.6.12,22,48.0,48.0,[48],0
995,209.68.6.169,15,48.0,48.0,[48],0
996,209.68.6.176,6,48.0,48.0,[48],0
997,209.68.6.178,7,48.0,48.0,[48],0
998,209.82.28.11,5,54.0,54.0,[54],0
999,210.150.6.169,7,49.0,49.0,[49],0
1000,210.160.211.50,5,42.0,42.0,[42],0
1001,210.168.120.193,6,45.0,45.0,[45],0
1002,210.200.133.141,7,47.0,47.0,[47],0
1003,210.238.91.71,6,47.0,47.0,[47],0
1004,210.48.94.59,6,50.0,50.0,[50],0
1005,210.5.71.79,8,47.0,47.0,[47],0
1006,210.50.196.53,6,42.0,42.0,[42],0
1007,210.70.7.37,7,90.0,107.0,[ 47  48 107],60
1008,210.70.7.83,10,83.3,107.0,[ 47  48 107],60
1009,211.125.116.153,7,44.0,44.0,[44],0
1010,211.125.67.36,5,46.0,46.0,[46],0
1011,211.147.64.50,5,43.0,43.0,[43],0
1012,211.249.40.17,6,45.0,45.0,[45],0
1013,211.69.206.16,6,38.0,38.0,[38],0
1014,212.1.208.183,7,49.0,49.0,[49],0
1015,212.126.36.41,8,52.0,52.0,[52],0
1016,212.150.236.238,7,42.0,42.0,[42],0
1017,212.158.169.231,5,41.0,41.0,[41],0
1018,212.224.109.81,14,47.0,47.0,[47],0
1019,212.24.56.137,6,42.0,42.0,[42],0
1020,212.34.129.43,6,46.0,46.0,[46],0
1021,212.36.69.104,6,47.0,47.0,[47],0
1022,212.51.177.50,7,45.0,45.0,[45],0
1023,212.68.35.6,11,44.45454545454545,44.0,[45 44],1
1024,212.68.50.2,9,45.0,45.0,[45],0
1025,212.68.61.42,5,40.0,40.0,[40],0
1026,212.71.233.183,5,48.0,48.0,[48],0
1027,212.83.141.150,6,49.0,49.0,[49],0
1028,213.108.250.125,5,43.0,43.0,[43],0
1029,213.114.239.232,6,48.0,48.0,[48],0
1030,213.115.251.78,6,48.0,48.0,[48],0
1031,213.132.117.7,6,47.0,47.0,[47],0
1032,213.133.104.70,5,45.0,45.0,[45],0
1033,213.133.106.188,6,44.0,44.0,[44],0
1034,213.149.231.2,5,45.0,45.0,[45],0
1035,213.155.112.114,7,47.0,47.0,[47],0
1036,213.155.29.152,5,42.0,42.0,[42],0
1037,213.162.246.68,7,50.0,50.0,[50],0
1038,213.171.133.160,6,44.0,44.0,[44],0
1039,213.179.132.221,7,48.0,48.0,[48],0
1040,213.180.38.152,6,46.0,46.0,[46],0
1041,213.187.84.93,5,53.0,53.0,[53],0
1042,213.192.252.100,6,109.0,109.0,[109],0
1043,213.198.107.98,6,48.0,48.0,[48],0
1044,213.201.20.5,7,44.0,44.0,[44],0
1045,213.203.220.4,6,48.0,48.0,[48],0
1046,213.221.179.17,5,46.0,46.0,[46],0
1047,213.5.178.75,6,45.0,45.0,[45],0
1048,213.56.194.144,6,40.0,40.0,[40],0
1049,213.61.34.42,6,50.0,50.0,[50],0
1050,213.74.26.205,7,44.0,44.0,[44],0
1051,213.82.29.21,5,108.0,108.0,[108],0
1052,213.95.21.42,6,50.0,50.0,[50],0
1053,216.104.160.138,23,50.0,50.0,[50],0
1054,216.106.58.6,13,112.0,112.0,[112],0
1055,216.119.112.140,5,115.0,115.0,[115],0
1056,216.119.112.146,5,114.0,114.0,[114],0
1057,216.119.112.149,6,115.0,115.0,[115],0
1058,216.119.112.153,5,115.0,115.0,[115],0
1059,216.119.147.21,7,48.0,48.0,[48],0
1060,216.131.127.77,7,49.0,49.0,[49],0
1061,216.135.79.146,12,51.0,51.0,[51],0
1062,216.137.165.111,7,49.0,49.0,[49],0
1063,216.14.222.160,6,51.0,51.0,[51],0
1064,216.157.28.103,6,44.0,44.0,[44],0
1065,216.168.201.122,5,46.0,46.0,[46],0
1066,216.168.48.40,6,115.0,115.0,[115],0
1067,216.169.111.71,6,50.0,50.0,[50],0
1068,216.17.69.143,6,47.0,47.0,[47],0
1069,216.17.99.76,7,45.0,45.0,[45],0
1070,216.172.62.29,6,54.0,54.0,[54],0
1071,216.18.166.150,5,47.0,47.0,[47],0
1072,216.193.224.180,7,50.0,50.0,[50],0
1073,216.218.228.130,7,53.0,53.0,[53],0
1074,216.221.228.6,6,51.0,51.0,[51],0
1075,216.224.161.110,6,47.0,47.0,[47],0
1076,216.224.177.68,6,47.0,47.0,[47],0
1077,216.230.117.128,7,47.0,47.0,[47],0
1078,216.230.240.171,6,51.0,51.0,[51],0
1079,216.238.149.11,8,46.0,46.0,[46],0
1080,216.24.172.73,6,46.0,46.0,[46],0
1081,216.246.45.15,6,48.0,48.0,[48],0
1082,216.250.117.245,6,49.0,49.0,[49],0
1083,216.26.133.28,5,113.0,113.0,[113],0
1084,216.38.52.80,6,54.0,54.0,[54],0
1085,216.46.187.70,6,50.0,50.0,[50],0
1086,216.52.198.156,6,114.0,114.0,[114],0
1087,216.52.38.4,6,50.0,50.0,[50],0
1088,216.55.183.73,6,49.0,49.0,[49],0
1089,216.65.11.142,7,50.0,50.0,[50],0
1090,216.65.13.242,17,49.0,49.0,[49],0
1091,216.65.53.241,6,51.0,51.0,[51],0
1092,216.67.243.18,6,49.0,49.0,[49],0
1093,216.70.100.196,6,43.0,43.0,[43],0
1094,216.70.106.150,6,43.0,43.0,[43],0
1095,216.70.108.226,6,42.0,42.0,[42],0
1096,216.70.108.42,6,43.0,43.0,[43],0
1097,216.70.109.169,7,43.0,43.0,[43],0
1098,216.70.111.95,7,43.0,43.0,[43],0
1099,216.70.112.194,8,42.0,42.0,[42],0
1100,216.70.112.90,8,42.0,42.0,[42],0
1101,216.70.113.232,5,42.0,42.0,[42],0
1102,216.70.113.74,5,43.0,43.0,[43],0
1103,216.70.113.91,5,43.0,43.0,[43],0
1104,216.70.114.173,9,42.0,42.0,[42],0
1105,216.70.127.30,5,48.0,48.0,[48],0
1106,216.70.68.35,6,43.0,43.0,[43],0
1107,216.70.71.58,6,43.0,43.0,[43],0
1108,216.70.71.85,7,42.0,42.0,[42],0
1109,216.70.82.47,6,43.0,43.0,[43],0
1110,216.70.84.231,8,42.0,42.0,[42],0
1111,216.70.85.159,6,42.0,42.0,[42],0
1112,216.70.87.60,6,42.0,42.0,[42],0
1113,216.70.88.113,8,42.0,42.0,[42],0
1114,216.70.88.200,6,41.0,41.0,[41],0
1115,216.70.88.53,6,42.0,42.0,[42],0
1116,216.70.89.112,6,42.0,42.0,[42],0
1117,216.70.89.222,6,42.0,42.0,[42],0
1118,216.70.90.199,6,41.0,41.0,[41],0
1119,216.70.91.45,6,42.0,42.0,[42],0
1120,216.70.92.215,6,41.0,41.0,[41],0
1121,216.70.93.75,6,41.0,41.0,[41],0
1122,216.70.94.161,6,41.0,41.0,[41],0
1123,216.70.97.152,6,42.0,42.0,[42],0
1124,216.75.199.164,6,47.0,47.0,[47],0
1125,216.84.25.242,7,49.0,49.0,[49],0
1126,216.85.236.148,6,50.0,50.0,[50],0
1127,216.86.153.121,6,47.0,47.0,[47],0
1128,216.9.9.81,7,52.0,52.0,[52],0
1129,216.92.127.131,6,48.0,48.0,[48],0
1130,216.92.127.91,31,48.0,48.0,[48],0
1131,216.92.131.108,16,48.0,48.0,[48],0
1132,216.92.131.113,12,48.0,48.0,[48],0
1133,216.92.131.132,6,48.0,48.0,[48],0
1134,216.92.131.158,6,48.0,48.0,[48],0
1135,216.92.192.190,6,48.0,48.0,[48],0
1136,216.92.192.60,8,48.0,48.0,[48],0
1137,216.92.192.67,6,48.0,48.0,[48],0
1138,216.92.192.76,6,48.0,48.0,[48],0
1139,216.92.192.89,1,48.0,48.0,[48],0
1140,216.92.2.167,6,48.0,48.0,[48],0
1141,216.92.2.42,6,48.0,48.0,[48],0
1142,216.92.242.25,1,48.0,48.0,[48],0
1143,216.92.4.206,12,48.0,48.0,[48],0
1144,217.114.215.194,6,51.0,51.0,[51],0
1145,217.133.228.212,6,48.0,48.0,[48],0
1146,217.14.168.19,7,45.0,45.0,[45],0
1147,217.146.78.197,7,41.0,41.0,[41],0
1148,217.149.253.202,6,113.0,113.0,[113],0
1149,217.170.72.138,6,43.0,43.0,[43],0
1150,217.18.41.19,6,48.0,48.0,[48],0
1151,217.19.238.94,7,47.0,47.0,[47],0
1152,217.195.203.18,6,40.0,40.0,[40],0
1153,217.199.175.124,6,47.0,47.0,[47],0
1154,217.25.221.32,6,51.0,51.0,[51],0
1155,217.26.99.12,9,48.0,48.0,[48],0
1156,218.208.0.121,6,50.0,50.0,[50],0
1157,218.240.62.253,6,41.0,41.0,[41],0
1158,219.117.242.211,6,46.0,46.0,[46],0
1159,219.94.130.136,7,45.0,45.0,[45],0
1160,219.94.155.10,6,46.0,46.0,[46],0
1161,219.94.155.16,6,45.0,45.0,[45],0
1162,219.94.155.164,6,45.0,45.0,[45],0
1163,219.94.155.51,6,45.0,45.0,[45],0
1164,219.94.200.43,6,44.0,44.0,[44],0
1165,219.94.203.120,1,45.0,45.0,[45],0
1166,219.94.232.180,5,46.0,46.0,[46],0
1167,219.94.244.107,5,46.0,46.0,[46],0
1168,219.94.253.210,5,45.0,45.0,[45],0
1169,220.233.129.90,6,108.0,108.0,[108],0
1170,220.247.204.29,6,112.0,112.0,[112],0
1171,222.127.134.106,9,51.0,51.0,[51],0
1172,222.165.190.150,6,49.0,49.0,[49],0
1173,23.21.125.21,6,42.0,42.0,[42],0
1174,23.21.168.194,7,43.0,43.0,[43],0
1175,23.21.65.241,6,45.0,45.0,[45],0
1176,23.226.225.199,7,55.0,55.0,[55],0
1177,23.23.102.46,6,43.0,43.0,[43],0
1178,23.23.144.98,7,42.0,42.0,[42],0
1179,23.23.206.112,8,45.0,45.0,[45],0
1180,23.23.230.110,6,41.0,41.0,[41],0
1181,23.23.237.241,6,44.0,44.0,[44],0
1182,23.23.237.62,6,42.0,42.0,[42],0
1183,23.23.249.21,6,46.0,46.0,[46],0
1184,23.239.197.35,5,49.0,49.0,[49],0
1185,23.252.120.164,7,50.0,50.0,[50],0
1186,24.222.106.253,6,49.0,49.0,[49],0
1187,27.120.104.203,6,49.0,49.0,[49],0
1188,27.50.123.149,6,49.0,49.0,[49],0
1189,31.192.116.162,5,47.0,47.0,[47],0
1190,31.192.230.108,7,48.0,48.0,[48],0
1191,31.193.139.74,7,48.0,48.0,[48],0
1192,31.210.156.118,6,40.0,40.0,[40],0
1193,31.210.66.66,28,44.964285714285715,46.0,[43 46 42 48],6
1194,31.216.36.143,5,46.0,46.0,[46],0
1195,31.222.137.116,6,47.0,47.0,[47],0
1196,31.222.178.123,6,49.0,49.0,[49],0
1197,31.24.121.20,5,45.0,45.0,[45],0
1198,31.25.170.24,6,39.0,39.0,[39],0
1199,31.31.202.12,7,49.0,49.0,[49],0
1200,31.7.242.58,8,47.0,47.0,[47],0
1201,37.1.208.131,7,46.0,46.0,[46],0
1202,37.1.214.8,6,46.0,46.0,[46],0
1203,37.122.210.143,6,48.0,48.0,[48],0
1204,37.139.13.69,6,50.0,50.0,[50],0
1205,37.139.29.167,6,49.0,49.0,[49],0
1206,37.143.9.164,6,50.0,50.0,[50],0
1207,37.153.96.57,7,47.0,47.0,[47],0
1208,37.157.195.68,5,45.0,45.0,[45],0
1209,37.205.9.204,6,46.0,46.0,[46],0
1210,37.221.193.228,6,52.0,52.0,[52],0
1211,37.58.24.162,5,46.0,46.0,[46],0
1212,37.59.170.33,6,48.0,48.0,[48],0
1213,37.9.170.27,5,43.0,43.0,[43],0
1214,38.101.46.65,6,46.0,46.0,[46],0
1215,38.104.0.182,7,112.0,112.0,[112],0
1216,38.108.133.72,6,48.0,48.0,[48],0
1217,38.108.32.166,7,46.0,46.0,[46],0
1218,38.112.63.100,6,48.0,48.0,[48],0
1219,38.126.15.181,6,45.0,45.0,[45],0
1220,38.96.198.167,6,48.0,48.0,[48],0
1221,38.98.208.100,6,47.0,47.0,[47],0
1222,38.98.228.121,6,49.0,49.0,[49],0
1223,4.49.109.131,7,51.0,51.0,[51],0
1224,40.130.149.2,7,110.0,110.0,[110],0
1225,41.216.133.28,6,102.0,102.0,[102],0
1226,42.121.1.42,7,44.0,44.0,[44],0
1227,42.121.54.127,8,44.0,44.0,[44],0
1228,46.146.224.65,6,50.0,50.0,[50],0
1229,46.151.128.16,6,109.0,109.0,[109],0
1230,46.163.119.131,7,49.0,49.0,[49],0
1231,46.163.119.159,8,48.0,48.0,[48],0
1232,46.163.73.165,6,48.0,48.0,[48],0
1233,46.163.75.152,6,49.0,49.0,[49],0
1234,46.163.75.5,6,49.0,49.0,[49],0
1235,46.183.11.50,6,51.0,51.0,[51],0
1236,46.183.11.69,6,51.0,51.0,[51],0
1237,46.183.13.31,5,51.0,51.0,[51],0
1238,46.20.9.90,6,42.0,42.0,[42],0
1239,46.226.248.168,6,45.0,45.0,[45],0
1240,46.229.169.196,8,49.0,49.0,[49],0
1241,46.247.0.11,6,51.0,51.0,[51],0
1242,46.254.51.13,6,46.0,46.0,[46],0
1243,46.28.107.44,5,44.0,44.0,[44],0
1244,46.32.254.132,5,48.0,48.0,[48],0
1245,46.38.162.187,7,49.0,49.0,[49],0
1246,46.4.11.196,6,45.0,45.0,[45],0
1247,46.4.113.48,5,45.0,45.0,[45],0
1248,46.4.57.139,5,45.0,45.0,[45],0
1249,46.43.41.104,5,48.0,48.0,[48],0
1250,46.45.169.53,7,49.0,49.0,[49],0
1251,49.212.122.129,6,45.0,45.0,[45],0
1252,49.212.133.98,5,45.0,45.0,[45],0
1253,49.212.136.25,5,46.0,46.0,[46],0
1254,49.212.15.183,6,46.0,46.0,[46],0
1255,49.212.159.29,7,45.0,45.0,[45],0
1256,49.212.170.50,5,45.0,45.0,[45],0
1257,49.212.179.241,6,45.0,45.0,[45],0
1258,49.212.192.61,5,46.0,46.0,[46],0
1259,49.212.210.76,6,45.0,45.0,[45],0
1260,49.212.243.25,6,46.0,46.0,[46],0
1261,49.212.27.85,6,45.0,45.0,[45],0
1262,49.212.39.163,6,45.0,45.0,[45],0
1263,49.212.53.167,6,46.0,46.0,[46],0
1264,49.212.63.178,6,46.0,46.0,[46],0
1265,49.212.66.111,7,45.0,45.0,[45],0
1266,49.212.86.188,7,45.0,45.0,[45],0
1267,5.100.248.104,6,109.0,109.0,[109],0
1268,5.103.136.22,5,46.0,46.0,[46],0
1269,5.134.9.74,6,47.0,47.0,[47],0
1270,5.157.84.11,6,51.0,51.0,[51],0
1271,5.28.8.10,5,43.0,43.0,[43],0
1272,5.45.100.244,6,51.0,51.0,[51],0
1273,5.63.154.83,6,49.0,49.0,[49],0
1274,5.9.110.235,5,45.0,45.0,[45],0
1275,5.9.151.144,6,45.0,45.0,[45],0
1276,5.9.202.254,6,45.0,45.0,[45],0
1277,5.9.51.143,5,45.0,45.0,[45],0
1278,5.9.66.37,5,45.0,45.0,[45],0
1279,5.9.96.166,5,45.0,45.0,[45],0
1280,50.116.13.102,5,53.0,53.0,[53],0
1281,50.116.13.95,7,53.0,53.0,[53],0
1282,50.116.3.142,7,53.0,53.0,[53],0
1283,50.116.55.243,6,49.0,49.0,[49],0
1284,50.116.59.205,6,49.0,49.0,[49],0
1285,50.116.62.79,5,49.0,49.0,[49],0
1286,50.116.9.110,6,53.0,53.0,[53],0
1287,50.125.116.163,6,116.0,116.0,[116],0
1288,50.137.215.147,8,47.0,47.0,[47],0
1289,50.155.239.115,6,49.0,49.0,[49],0
1290,50.16.190.16,6,42.0,42.0,[42],0
1291,50.17.4.33,7,42.0,42.0,[42],0
1292,50.19.224.79,7,43.0,43.0,[43],0
