,ip,num_pkts,mean,median,distinct_values,delta
1727,70.32.109.226,6,41.0,41.0,[41],0
1728,70.32.110.193,10,41.0,41.0,[41],0
1729,70.32.73.221,6,41.0,41.0,[41],0
1730,70.32.73.90,6,42.0,42.0,[42],0
1731,70.32.74.57,8,41.0,41.0,[41],0
1732,70.32.75.137,9,42.0,42.0,[42],0
1733,70.32.75.142,6,41.0,41.0,[41],0
1734,70.32.77.134,8,41.0,41.0,[41],0
1735,70.32.78.108,6,42.0,42.0,[42],0
1736,70.32.78.56,6,41.0,41.0,[41],0
1737,70.32.79.126,6,41.0,41.0,[41],0
1738,70.32.79.176,6,41.0,41.0,[41],0
1739,70.32.79.222,5,41.0,41.0,[41],0
1740,70.32.81.23,6,42.0,42.0,[42],0
1741,70.32.82.109,6,42.0,42.0,[42],0
1742,70.32.82.162,6,43.0,43.0,[43],0
1743,70.32.84.86,6,42.0,42.0,[42],0
1744,70.32.86.128,6,42.0,42.0,[42],0
1745,70.32.87.66,5,42.0,42.0,[42],0
1746,70.32.88.111,5,42.0,42.0,[42],0
1747,70.32.97.150,5,42.0,42.0,[42],0
1748,70.32.99.147,8,42.0,42.0,[42],0
1749,70.32.99.61,6,41.0,41.0,[41],0
1750,70.38.37.69,9,47.0,47.0,[47],0
1751,70.39.251.140,6,48.0,48.0,[48],0
1752,70.42.35.151,6,50.0,50.0,[50],0
1753,70.86.1.114,5,47.0,47.0,[47],0
1754,70.86.139.2,6,48.0,48.0,[48],0
1755,70.86.7.106,6,112.0,112.0,[112],0
1756,70.88.194.68,7,46.0,46.0,[46],0
1757,71.160.108.96,6,43.0,43.0,[43],0
1758,71.46.208.32,6,50.0,50.0,[50],0
1759,71.5.106.103,6,49.0,49.0,[49],0
1760,71.5.106.104,9,49.0,49.0,[49],0
1761,71.6.197.6,6,49.0,49.0,[49],0
1762,72.1.242.101,7,49.0,49.0,[49],0
1763,72.10.32.115,6,41.0,41.0,[41],0
1764,72.10.33.224,6,42.0,42.0,[42],0
1765,72.10.35.202,6,42.0,42.0,[42],0
1766,72.10.36.43,6,41.0,41.0,[41],0
1767,72.10.48.72,6,42.0,42.0,[42],0
1768,72.10.50.76,6,43.0,43.0,[43],0
1769,72.10.51.108,6,42.0,42.0,[42],0
1770,72.10.51.160,6,42.0,42.0,[42],0
1771,72.10.52.219,5,43.0,43.0,[43],0
1772,72.10.54.89,6,42.0,42.0,[42],0
1773,72.10.55.142,9,42.0,42.0,[42],0
1774,72.10.55.65,5,43.0,43.0,[43],0
1775,72.12.81.222,7,44.0,44.0,[44],0
1776,72.167.159.10,13,49.0,49.0,[49],0
1777,72.167.159.14,6,49.0,49.0,[49],0
1778,72.167.232.142,6,48.0,48.0,[48],0
1779,72.167.232.163,12,48.0,48.0,[48],0
1780,72.167.232.232,18,48.0,48.0,[48],0
1781,72.249.104.97,6,50.0,50.0,[50],0
1782,72.249.28.124,6,47.0,47.0,[47],0
1783,72.249.74.231,6,52.0,52.0,[52],0
1784,72.249.77.141,6,50.0,50.0,[50],0
1785,72.29.127.6,7,46.0,46.0,[46],0
1786,72.29.127.9,6,46.0,46.0,[46],0
1787,72.29.70.107,5,51.0,51.0,[51],0
1788,72.3.131.147,6,48.0,48.0,[48],0
1789,72.3.227.213,7,44.0,44.0,[44],0
1790,72.32.11.36,6,48.0,48.0,[48],0
1791,72.32.57.92,6,47.0,47.0,[47],0
1792,72.32.97.226,6,44.0,44.0,[44],0
1793,72.34.36.197,6,50.0,50.0,[50],0
1794,72.34.37.202,6,50.0,50.0,[50],0
1795,72.34.37.236,6,50.0,50.0,[50],0
1796,72.34.37.90,5,50.0,50.0,[50],0
1797,72.34.40.83,7,50.0,50.0,[50],0
1798,72.34.42.241,7,50.0,50.0,[50],0
1799,72.34.43.84,6,50.0,50.0,[50],0
1800,72.34.49.102,6,50.0,50.0,[50],0
1801,72.34.62.50,6,50.0,50.0,[50],0
1802,72.47.193.214,9,47.0,47.0,[47],0
1803,72.47.197.53,5,47.0,47.0,[47],0
1804,72.47.202.197,6,47.0,47.0,[47],0
1805,72.47.209.52,6,48.0,48.0,[48],0
1806,72.47.216.41,8,47.0,47.0,[47],0
1807,72.47.217.164,7,48.0,48.0,[48],0
1808,72.47.219.212,5,47.0,47.0,[47],0
1809,72.5.217.186,6,48.0,48.0,[48],0
1810,72.51.35.69,5,51.0,51.0,[51],0
1811,72.52.130.13,6,47.0,47.0,[47],0
1812,72.52.141.170,7,47.0,47.0,[47],0
1813,72.52.149.109,5,48.0,48.0,[48],0
1814,72.52.152.246,7,48.0,48.0,[48],0
1815,72.52.172.84,7,47.0,47.0,[47],0
1816,72.52.180.4,6,47.0,47.0,[47],0
1817,72.52.194.128,5,48.0,48.0,[48],0
1818,72.52.216.38,6,47.0,47.0,[47],0
1819,72.52.217.197,5,48.0,48.0,[48],0
1820,72.8.129.164,6,115.0,115.0,[115],0
1821,72.9.98.114,6,51.0,51.0,[51],0
1822,74.113.232.165,5,49.0,49.0,[49],0
1823,74.114.171.193,7,54.0,54.0,[54],0
1824,74.115.42.150,5,113.0,113.0,[113],0
1825,74.116.2.130,6,48.0,48.0,[48],0
1826,74.117.140.186,5,114.0,114.0,[114],0
1827,74.120.12.10,6,53.0,53.0,[53],0
1828,74.121.186.66,7,52.0,52.0,[52],0
1829,74.121.235.181,5,46.0,46.0,[46],0
1830,74.122.122.238,6,48.0,48.0,[48],0
1831,74.122.235.198,12,52.0,52.0,[52],0
1832,74.122.7.11,7,49.0,49.0,[49],0
1833,74.203.253.83,5,109.0,109.0,[109],0
1834,74.207.226.33,5,45.0,45.0,[45],0
1835,74.207.229.8,9,44.0,44.0,[44],0
1836,74.207.234.85,5,44.0,44.0,[44],0
1837,74.207.243.247,5,53.0,53.0,[53],0
1838,74.208.166.97,5,113.0,113.0,[113],0
1839,74.208.69.26,7,49.0,49.0,[49],0
1840,74.209.251.251,6,49.0,49.0,[49],0
1841,74.216.183.164,6,54.0,54.0,[54],0
1842,74.222.2.201,5,45.0,45.0,[45],0
1843,74.50.10.15,6,50.0,50.0,[50],0
1844,74.50.51.166,6,52.0,52.0,[52],0
1845,74.50.99.14,6,50.0,50.0,[50],0
1846,74.53.103.234,6,47.0,47.0,[47],0
1847,74.82.168.250,5,48.0,48.0,[48],0
1848,74.82.38.2,5,53.0,53.0,[53],0
1849,74.84.218.189,6,49.0,49.0,[49],0
1850,75.103.66.3,10,51.0,51.0,[51],0
1851,75.103.66.9,13,51.0,51.0,[51],0
1852,75.126.107.113,7,49.0,49.0,[49],0
1853,75.126.213.130,7,49.0,49.0,[49],0
1854,75.127.14.216,6,49.0,49.0,[49],0
1855,75.149.81.17,6,45.0,45.0,[45],0
1856,75.150.252.70,7,46.0,46.0,[46],0
1857,75.151.86.238,7,49.0,49.0,[49],0
1858,75.76.167.42,6,111.0,111.0,[111],0
1859,75.98.160.66,6,50.0,50.0,[50],0
1860,75.98.161.66,6,50.0,50.0,[50],0
1861,75.98.172.233,7,50.0,50.0,[50],0
1862,75.98.173.182,6,50.0,50.0,[50],0
1863,75.98.174.194,8,50.0,50.0,[50],0
1864,75.98.175.69,6,50.0,50.0,[50],0
1865,75.98.175.72,17,50.0,50.0,[50],0
1866,75.98.175.75,6,50.0,50.0,[50],0
1867,75.98.175.76,6,50.0,50.0,[50],0
1868,75.98.175.79,7,50.0,50.0,[50],0
1869,75.98.232.66,6,113.0,113.0,[113],0
1870,75.99.118.98,5,47.8,48.0,[47 48],1
1871,76.12.1.132,6,114.0,114.0,[114],0
1872,76.12.124.76,7,49.0,49.0,[49],0
1873,76.12.179.68,6,48.0,48.0,[48],0
1874,76.12.202.12,6,46.0,46.0,[46],0
1875,76.12.255.204,12,49.0,49.0,[49],0
1876,76.12.39.164,6,48.0,48.0,[48],0
1877,76.12.48.68,7,49.0,49.0,[49],0
1878,76.12.61.84,6,48.0,48.0,[48],0
1879,76.12.9.132,5,113.0,113.0,[113],0
1880,76.74.228.100,6,52.0,52.0,[52],0
1881,76.74.252.248,8,47.0,47.0,[47],0
1882,76.74.254.251,6,47.0,47.0,[47],0
1883,77.120.99.119,6,44.0,44.0,[44],0
1884,77.162.175.173,5,47.0,47.0,[47],0
1885,77.236.97.106,6,112.0,112.0,[112],0
1886,77.253.234.23,7,45.0,45.0,[45],0
1887,77.36.17.68,6,46.0,46.0,[46],0
1888,77.53.0.100,7,46.0,46.0,[46],0
1889,77.68.54.144,6,46.0,46.0,[46],0
1890,77.73.101.25,6,46.0,46.0,[46],0
1891,77.75.254.74,6,45.0,45.0,[45],0
1892,77.81.165.41,5,43.0,43.0,[43],0
1893,77.81.242.158,6,47.0,47.0,[47],0
1894,77.91.201.30,6,50.0,50.0,[50],0
1895,77.92.144.3,5,45.0,45.0,[45],0
1896,78.108.82.78,6,49.0,49.0,[49],0
1897,78.108.95.225,6,50.0,50.0,[50],0
1898,78.129.207.63,5,46.0,46.0,[46],0
1899,78.136.62.20,6,47.0,47.0,[47],0
1900,78.137.117.79,6,51.0,51.0,[51],0
1901,78.153.209.174,7,52.0,52.0,[52],0
1902,78.24.220.199,6,46.0,46.0,[46],0
1903,78.31.70.115,5,107.0,107.0,[107],0
1904,78.35.8.116,5,112.0,112.0,[112],0
1905,78.46.110.45,5,45.0,45.0,[45],0
1906,78.46.194.172,6,45.0,45.0,[45],0
1907,78.46.49.13,5,109.0,109.0,[109],0
1908,78.69.31.182,7,49.0,49.0,[49],0
1909,79.124.76.50,6,47.0,47.0,[47],0
1910,79.135.6.50,6,46.0,46.0,[46],0
1911,79.140.160.85,6,44.0,44.0,[44],0
1912,79.172.252.68,6,42.0,42.0,[42],0
1913,79.96.58.73,5,52.0,52.0,[52],0
1914,79.99.6.251,7,48.0,48.0,[48],0
1915,8.29.134.162,13,51.0,51.0,[51],0
1916,8.3.48.16,7,51.0,51.0,[51],0
1917,8.6.221.202,6,51.0,51.0,[51],0
1918,80.153.216.193,8,46.0,46.0,[46],0
1919,80.175.27.202,14,49.0,49.0,[49],0
1920,80.179.145.228,8,49.0,49.0,[49],0
1921,80.244.168.25,6,51.0,51.0,[51],0
1922,80.248.225.37,96,47.864583333333336,48.0,[47 48],1
1923,80.70.5.20,5,50.0,50.0,[50],0
1924,80.83.190.101,5,48.0,48.0,[48],0
1925,80.86.91.223,5,47.0,47.0,[47],0
1926,80.91.191.169,6,50.0,50.0,[50],0
1927,81.149.128.54,10,141.3,103.0,[102 103 231],129
1928,81.169.151.68,6,48.0,48.0,[48],0
1929,81.169.248.8,5,48.0,48.0,[48],0
1930,81.170.156.10,6,46.0,46.0,[46],0
1931,81.177.3.77,7,46.0,46.0,[46],0
1932,81.20.150.130,6,48.0,48.0,[48],0
1933,81.21.114.52,6,43.0,43.0,[43],0
1934,81.22.13.86,6,48.0,48.0,[48],0
1935,81.29.76.82,7,49.0,49.0,[49],0
1936,81.4.126.38,6,46.0,46.0,[46],0
1937,82.100.197.184,7,48.0,48.0,[48],0
1938,82.146.48.161,7,48.0,48.0,[48],0
1939,82.146.49.204,7,48.0,48.0,[48],0
1940,82.146.53.95,8,46.0,46.0,[46],0
1941,82.165.137.83,6,47.0,47.0,[47],0
1942,82.165.195.38,5,111.0,111.0,[111],0
1943,82.192.71.2,5,47.0,47.0,[47],0
1944,82.194.90.113,6,44.0,44.0,[44],0
1945,82.196.13.114,6,50.0,50.0,[50],0
1946,82.210.30.197,5,46.0,46.0,[46],0
1947,82.211.20.237,5,52.0,52.0,[52],0
1948,82.223.136.135,9,43.0,43.0,[43],0
1949,82.223.248.97,8,43.0,43.0,[43],0
1950,82.241.89.12,7,44.0,44.0,[44],0
1951,83.141.34.215,6,46.0,46.0,[46],0
1952,83.143.81.138,6,44.0,44.0,[44],0
1953,83.168.192.119,6,46.0,46.0,[46],0
1954,83.168.194.251,6,46.0,46.0,[46],0
1955,83.168.230.112,22,45.0,45.0,[45],0
1956,83.169.37.19,6,49.0,49.0,[49],0
1957,83.170.79.102,6,46.0,46.0,[46],0
1958,83.170.85.10,6,47.0,47.0,[47],0
1959,83.172.129.64,8,46.0,46.0,[46],0
1960,83.173.74.22,6,49.0,49.0,[49],0
1961,83.175.161.8,6,52.0,52.0,[52],0
1962,84.20.17.226,6,48.0,48.0,[48],0
1963,84.200.16.236,18,52.0,52.0,[52],0
1964,84.200.2.92,8,52.0,52.0,[52],0
1965,84.200.248.98,6,52.0,52.0,[52],0
1966,84.200.84.205,5,52.0,52.0,[52],0
1967,84.201.70.76,6,46.0,46.0,[46],0
1968,84.246.89.56,5,110.0,110.0,[110],0
1969,84.39.96.205,6,47.0,47.0,[47],0
1970,85.10.213.109,7,44.0,44.0,[44],0
1971,85.114.132.137,7,41.0,41.0,[41],0
1972,85.118.59.227,6,46.0,46.0,[46],0
1973,85.133.4.213,5,115.0,115.0,[115],0
1974,85.17.236.79,6,46.0,46.0,[46],0
1975,85.17.249.150,6,47.0,47.0,[47],0
1976,85.214.106.212,6,48.0,48.0,[48],0
1977,85.214.121.40,7,48.0,48.0,[48],0
1978,85.214.225.188,6,48.0,48.0,[48],0
1979,85.214.73.191,6,48.0,48.0,[48],0
1980,85.252.202.57,7,45.0,45.0,[45],0
1981,86.107.43.2,6,47.0,47.0,[47],0
1982,86.107.43.33,5,47.0,47.0,[47],0
1983,86.107.43.45,6,46.0,46.0,[46],0
1984,86.107.43.50,8,46.0,46.0,[46],0
1985,86.111.241.25,5,42.0,42.0,[42],0
1986,86.124.73.227,5,45.0,45.0,[45],0
1987,87.106.139.231,6,47.0,47.0,[47],0
1988,87.106.213.63,7,47.0,47.0,[47],0
1989,87.106.27.168,6,47.0,47.0,[47],0
1990,87.106.91.137,9,47.0,47.0,[47],0
1991,87.117.196.46,6,46.0,46.0,[46],0
1992,87.121.165.7,5,46.0,46.0,[46],0
1993,87.230.10.57,7,48.0,48.0,[48],0
1994,88.150.232.122,7,45.0,45.0,[45],0
1995,88.151.100.53,6,48.0,48.0,[48],0
1996,88.177.45.97,5,43.0,43.0,[43],0
1997,88.198.1.109,5,45.0,45.0,[45],0
1998,88.198.35.134,7,45.0,45.0,[45],0
1999,88.198.44.76,5,45.0,45.0,[45],0
2000,88.208.221.117,6,45.0,45.0,[45],0
2001,88.214.193.127,13,51.46153846153846,51.0,[51 52],1
2002,88.217.254.160,6,47.0,47.0,[47],0
2003,88.87.214.166,6,40.0,40.0,[40],0
2004,89.150.17.44,6,46.0,46.0,[46],0
2005,89.16.175.33,7,48.0,48.0,[48],0
2006,89.161.210.161,6,52.0,52.0,[52],0
2007,89.161.252.214,5,52.0,52.0,[52],0
2008,89.185.228.111,6,47.0,47.0,[47],0
2009,89.185.228.22,6,47.0,47.0,[47],0
2010,89.185.228.236,5,47.0,47.0,[47],0
2011,89.185.228.9,7,47.0,47.0,[47],0
2012,89.185.229.152,6,47.0,47.0,[47],0
2013,89.238.73.17,7,51.0,51.0,[51],0
2014,89.248.103.140,5,112.0,112.0,[112],0
2015,89.28.203.50,6,47.0,47.0,[47],0
2016,89.32.147.252,7,48.0,48.0,[48],0
2017,89.36.151.167,6,44.0,44.0,[44],0
2018,89.40.195.100,6,45.0,45.0,[45],0
2019,89.41.60.186,6,46.0,46.0,[46],0
2020,89.43.202.2,9,44.0,44.0,[44],0
2021,89.97.40.148,5,107.0,107.0,[107],0
2022,90.231.138.16,7,48.0,48.0,[48],0
2023,91.109.4.222,6,48.0,48.0,[48],0
2024,91.142.186.29,7,48.0,48.0,[48],0
2025,91.142.210.189,7,50.0,50.0,[50],0
2026,91.184.20.195,6,46.0,46.0,[46],0
2027,91.184.26.97,6,46.0,46.0,[46],0
2028,91.189.178.154,6,45.0,45.0,[45],0
2029,91.195.253.136,5,46.0,46.0,[46],0
2030,91.199.151.107,6,46.0,46.0,[46],0
2031,91.200.49.52,6,49.0,49.0,[49],0
2032,91.201.60.51,6,49.0,49.0,[49],0
2033,91.201.77.1,6,45.0,45.0,[45],0
2034,91.203.146.86,6,47.0,47.0,[47],0
2035,91.206.118.7,6,46.0,46.0,[46],0
2036,91.208.12.207,6,52.0,52.0,[52],0
2037,91.211.114.101,6,45.0,45.0,[45],0
2038,91.215.184.16,6,43.0,43.0,[43],0
2039,91.217.90.10,5,47.0,47.0,[47],0
2040,91.220.160.75,6,48.0,48.0,[48],0
2041,91.229.3.129,6,43.0,43.0,[43],0
2042,91.230.193.170,7,47.0,47.0,[47],0
2043,91.236.147.211,7,46.0,46.0,[46],0
2044,91.238.132.44,6,45.0,45.0,[45],0
2045,91.239.216.148,6,47.0,47.0,[47],0
2046,91.241.61.112,5,47.0,47.0,[47],0
2047,91.250.96.203,6,48.0,48.0,[48],0
2048,91.98.96.206,5,102.2,102.0,[102 103],1
2049,92.103.139.165,8,48.0,48.0,[48],0
2050,92.114.98.184,6,46.0,46.0,[46],0
2051,92.118.199.24,8,100.375,108.0,[108 109  45],64
2052,92.243.13.187,6,48.0,48.0,[48],0
2053,92.243.13.90,6,47.0,47.0,[47],0
2054,92.243.24.254,5,47.0,47.0,[47],0
2055,92.38.227.5,6,48.0,48.0,[48],0
2056,92.42.8.27,6,49.0,49.0,[49],0
2057,92.53.98.118,6,50.0,50.0,[50],0
2058,92.60.118.178,5,111.0,111.0,[111],0
2059,92.61.155.100,7,42.0,42.0,[42],0
2060,92.66.168.122,6,47.0,47.0,[47],0
2061,93.114.45.98,6,43.0,43.0,[43],0
2062,93.115.113.122,6,44.0,44.0,[44],0
2063,93.115.87.245,5,43.0,43.0,[43],0
2064,93.170.27.76,6,45.0,45.0,[45],0
2065,93.170.77.64,6,45.0,45.0,[45],0
2066,93.178.106.8,9,47.0,47.0,[47],0
2067,93.187.205.58,5,41.0,41.0,[41],0
2068,93.187.207.57,11,41.0,41.0,[41],0
2069,93.95.216.9,6,47.0,47.0,[47],0
2070,93.95.225.134,5,50.0,50.0,[50],0
2071,94.102.151.180,5,108.0,108.0,[108],0
2072,94.102.208.178,9,50.0,50.0,[50],0
2073,94.138.210.34,6,42.0,42.0,[42],0
2074,94.185.66.35,6,110.0,110.0,[110],0
2075,94.199.241.124,9,49.0,49.0,[49],0
2076,94.229.169.25,6,51.0,51.0,[51],0
2077,94.247.169.14,9,48.0,48.0,[48],0
2078,94.73.146.60,5,42.0,42.0,[42],0
2079,94.73.146.70,5,45.0,45.0,[45],0
2080,94.73.148.60,8,42.0,42.0,[42],0
2081,94.73.151.179,6,41.0,41.0,[41],0
2082,94.94.22.140,7,42.0,42.0,[42],0
2083,95.0.23.5,6,43.0,43.0,[43],0
2084,95.110.170.109,5,50.0,50.0,[50],0
2085,95.110.191.54,6,50.0,50.0,[50],0
2086,95.110.206.175,6,49.0,49.0,[49],0
2087,95.110.209.206,7,49.0,49.0,[49],0
2088,95.128.128.74,6,51.0,51.0,[51],0
2089,95.130.170.105,5,44.0,44.0,[44],0
2090,95.138.161.148,7,47.0,47.0,[47],0
2091,95.138.185.28,5,111.0,111.0,[111],0
2092,95.140.33.84,6,44.0,44.0,[44],0
2093,95.140.34.2,5,44.0,44.0,[44],0
2094,95.142.161.34,6,47.0,47.0,[47],0
2095,95.174.23.106,6,45.0,45.0,[45],0
2096,95.175.32.65,6,51.0,51.0,[51],0
2097,95.211.134.117,6,112.0,112.0,[112],0
2098,95.211.144.96,5,48.0,48.0,[48],0
2099,95.31.214.40,5,44.0,44.0,[44],0
2100,95.85.48.32,6,47.0,47.0,[47],0
2101,96.126.121.194,6,46.0,46.0,[46],0
2102,96.127.176.234,7,50.0,50.0,[50],0
2103,96.30.17.172,6,50.0,50.0,[50],0
2104,96.30.36.216,6,49.0,49.0,[49],0
2105,96.30.37.184,6,50.0,50.0,[50],0
2106,96.30.43.132,6,50.0,50.0,[50],0
2107,96.30.7.4,6,50.0,50.0,[50],0
2108,96.31.27.112,6,43.0,43.0,[43],0
2109,96.31.33.35,5,108.0,108.0,[108],0
2110,96.31.82.66,6,50.0,50.0,[50],0
2111,96.8.125.139,8,48.0,48.0,[48],0
2112,97.65.72.119,6,114.0,114.0,[114],0
2113,97.74.144.199,6,48.0,48.0,[48],0
2114,97.74.144.201,6,48.0,48.0,[48],0
2115,97.74.144.204,6,48.0,48.0,[48],0
2116,97.74.144.205,6,48.0,48.0,[48],0
2117,97.74.144.208,6,48.0,48.0,[48],0
2118,97.74.144.210,6,48.0,48.0,[48],0
2119,97.74.144.228,6,48.0,48.0,[48],0
2120,97.74.215.134,7,48.0,48.0,[48],0
2121,97.74.215.135,6,48.0,48.0,[48],0
2122,97.74.215.176,12,48.0,48.0,[48],0
2123,97.74.215.177,9,48.0,48.0,[48],0
2124,97.74.215.179,13,48.0,48.0,[48],0
2125,97.74.215.206,6,48.0,48.0,[48],0
2126,97.74.215.208,12,48.0,48.0,[48],0
2127,97.74.215.209,6,48.0,48.0,[48],0
2128,97.74.215.210,12,48.0,48.0,[48],0
2129,97.74.215.65,7,48.0,48.0,[48],0
2130,97.74.215.75,5,112.0,112.0,[112],0
2131,97.74.215.99,5,112.0,112.0,[112],0
2132,97.74.24.103,12,49.0,49.0,[49],0
2133,97.74.24.105,13,49.0,49.0,[49],0
2134,97.74.24.110,32,49.0,49.0,[49],0
2135,97.74.24.115,6,49.0,49.0,[49],0
2136,97.74.24.116,6,49.0,49.0,[49],0
2137,97.74.24.119,8,49.0,49.0,[49],0
2138,97.74.24.135,15,49.0,49.0,[49],0
2139,97.74.24.170,6,49.0,49.0,[49],0
2140,97.74.24.187,12,49.0,49.0,[49],0
2141,97.74.24.200,12,49.0,49.0,[49],0
2142,97.74.24.208,24,49.0,49.0,[49],0
2143,97.74.24.212,6,49.0,49.0,[49],0
2144,97.74.24.216,6,49.0,49.0,[49],0
2145,97.74.24.219,6,49.0,49.0,[49],0
2146,97.74.24.223,6,49.0,49.0,[49],0
2147,97.74.24.224,6,49.0,49.0,[49],0
2148,97.74.24.37,6,49.0,49.0,[49],0
2149,97.74.24.43,15,49.0,49.0,[49],0
2150,97.74.24.88,12,49.0,49.0,[49],0
2151,97.74.24.94,6,49.0,49.0,[49],0
2152,97.74.24.99,6,49.0,49.0,[49],0
2153,97.77.88.170,6,47.0,47.0,[47],0
2154,97.79.236.132,7,47.0,47.0,[47],0
2155,98.143.112.201,5,115.0,115.0,[115],0
2156,98.143.159.146,7,52.0,52.0,[52],0
2157,98.158.181.28,6,48.0,48.0,[48],0
2158,98.158.190.59,6,50.0,50.0,[50],0
2159,98.158.192.25,6,50.0,50.0,[50],0
2160,98.179.146.98,7,47.0,47.0,[47],0
2161,99.198.99.58,7,50.0,50.0,[50],0
